,feature_id,feature,feature_description,feature_full,Feature,mean,sd,India_present,India_n,India_prev,India_mean,India_sd,Malawi_present,Malawi_n,Malawi_prev,Malawi_mean,Malawi_sd,fisher_p,lr_p,wilcox_p,fisher_padj,lr_padj,wilcox_padj,mean_diff,prev_diff,enriched_India,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_value,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_qval_filt
123,p224,PWY-5971,palmitate biosynthesis (type II fatty acid synthase),palmitate biosynthesis (type II fatty acid synthase) (PWY-5971),PWY-5971,0.023239836,0.060540937,241,283,85.2,0.021115785,0.011925979,49,58,84.5,0.024446057,0.013133449,0.842211634,0.895345243,0.008439692,1,0.990667611,0.026993619,-0.003330273,0.7,FALSE,155,0,50,0.7,0.65,0.8,Malawi,0.000985124,0.000894379,0.271477482,0.340826869,341,290,0.340826869
124,p225,PWY-5973,cis-vaccenate biosynthesis,cis-vaccenate biosynthesis (PWY-5973),PWY-5973,0.061624036,0.138087846,283,283,100,0.021897567,0.00930314,58,58,100,0.028729366,0.011382654,NA,NA,8.48E-06,NA,NA,9.76E-05,-0.006831799,0,FALSE,24,0,50,0.7,0.65,0.8,Malawi,0.002184521,0.000450884,1.93E-06,3.11E-05,341,341,3.11E-05
125,p226,PWY-5989,stearate biosynthesis II (bacteria and plants),stearate biosynthesis II (bacteria and plants) (PWY-5989),PWY-5989,0.01876624,0.036680428,279,283,98.6,0.017112132,0.009509755,57,58,98.3,0.021170592,0.0103893,NA,NA,0.004151601,NA,NA,0.016459874,-0.00405846,0.3,FALSE,200,0,50,0.7,0.65,0.8,Malawi,0.00153596,0.000615661,0.013077672,0.037645012,341,336,0.037645012
126,p227,PWY-5994,palmitate biosynthesis (type I fatty acid synthase),palmitate biosynthesis (type I fatty acid synthase) (PWY-5994),PWY-5994,0.016812074,0.034002972,180,283,63.6,0.003129409,0.005060081,28,58,48.3,0.002270819,0.004336963,0.038062396,0.030764127,0.068716028,0.200244005,0.18647125,0.118852186,0.00085859,15.3,TRUE,224,0,50,0.7,0.65,0.8,Malawi,-0.000900457,0.000593091,0.129884684,0.193149549,341,208,0.193149549
127,p229,PWY-6121,5-aminoimidazole ribonucleotide biosynthesis I,5-aminoimidazole ribonucleotide biosynthesis I (PWY-6121),PWY-6121,0.045437637,0.092617838,283,283,100,0.05315237,0.013544603,58,58,100,0.045476493,0.011619771,NA,NA,1.02E-05,NA,NA,0.000110897,0.007675876,0,TRUE,41,0,50,0.7,0.65,0.8,Malawi,-0.001712987,0.00040403,2.89E-05,0.000306399,341,341,0.000306399
128,p23,CITRULBIO-PWY,L-citrulline biosynthesis,L-citrulline biosynthesis (CITRULBIO-PWY),CITRULBIO-PWY,0.018687541,0.037263494,179,283,63.3,0.003001677,0.006627328,39,58,67.2,0.005576218,0.008261176,0.65315047,0.564562602,0.028611335,1,0.942209208,0.063007476,-0.002574541,-3.9,FALSE,202,0,50,0.7,0.65,0.8,Malawi,0.001832647,0.000653624,0.005340909,0.021337652,341,218,0.021337652
129,p230,PWY-6122,5-aminoimidazole ribonucleotide biosynthesis II,5-aminoimidazole ribonucleotide biosynthesis II (PWY-6122),PWY-6122,0.036849404,0.074304332,283,283,100,0.060185445,0.016572373,58,58,100,0.050358314,0.014059254,NA,NA,5.93E-06,NA,NA,7.47E-05,0.009827131,0,TRUE,64,0,50,0.7,0.65,0.8,Malawi,-0.002064886,0.000471627,1.60E-05,0.000183783,341,341,0.000183783
130,p231,PWY-6123,inosine-5'-phosphate biosynthesis I,inosine-5'-phosphate biosynthesis I (PWY-6123),PWY-6123,0.026861738,0.053125682,283,283,100,0.032931496,0.013775762,58,58,100,0.036093373,0.013656044,NA,NA,0.101673182,NA,NA,0.156390429,-0.003161878,0,FALSE,119,0,50,0.7,0.65,0.8,Malawi,0.000956804,0.000532843,0.073439583,0.129240838,341,341,0.129240838
131,p232,PWY-6124,inosine-5'-phosphate biosynthesis II,inosine-5'-phosphate biosynthesis II (PWY-6124),PWY-6124,0.031375875,0.061224264,283,283,100,0.033721739,0.014114625,58,58,100,0.038268354,0.015001707,NA,NA,0.035704732,NA,NA,0.074554441,-0.004546615,0,FALSE,86,0,50,0.7,0.65,0.8,Malawi,0.001256521,0.00054167,0.020949655,0.052285255,341,341,0.052285255
132,p233,PWY-6125,superpathway of guanosine nucleotides de novo biosynthesis II,superpathway of guanosine nucleotides de novo biosynthesis II (PWY-6125),PWY-6125,0.021713286,0.043514341,283,283,100,0.024036408,0.01328148,58,58,100,0.027073106,0.011578603,NA,NA,0.031905022,NA,NA,0.068030285,-0.003036698,0,FALSE,176,0,50,0.7,0.65,0.8,Malawi,0.001172797,0.000608753,0.054870596,0.103331076,341,341,0.103331076
133,p234,PWY-6126,superpathway of adenosine nucleotides de novo biosynthesis II,superpathway of adenosine nucleotides de novo biosynthesis II (PWY-6126),PWY-6126,0.022790672,0.045964564,283,283,100,0.028169044,0.015162031,58,58,100,0.031424104,0.012630074,NA,NA,0.030194487,NA,NA,0.065528522,-0.003255061,0,FALSE,164,0,50,0.7,0.65,0.8,Malawi,0.001202655,0.000633033,0.058303701,0.107805021,341,341,0.107805021
134,p236,PWY-6143,CMP-pseudaminate biosynthesis,CMP-pseudaminate biosynthesis (PWY-6143),PWY-6143,0.001279424,0.004968511,8,283,2.8,2.90E-05,0.000305101,3,58,5.2,7.89E-05,0.000511645,0.40709861,0.364313672,0.361580472,1,0.929445345,0.429843452,-4.99E-05,-2.4,FALSE,403,0,50,0.7,0.65,0.8,Malawi,9.71E-05,8.73E-05,0.267127624,0.336413851,341,11,0.336413851
135,p237,PWY-6145,superpathway of CMP-sialic acids biosynthesis,superpathway of CMP-sialic acids biosynthesis (PWY-6145),PWY-6145,0.008970767,0.019449355,41,283,14.5,6.09E-05,0.000225812,15,58,25.9,0.000177046,0.000468699,0.049663698,0.035861007,0.024926845,0.227165433,0.205992299,0.058605187,-0.00011619,-11.4,FALSE,358,0,50,0.7,0.65,0.8,Malawi,0.000329238,0.000119704,0.006271121,0.023400571,341,56,0.023400571
136,p238,PWY-6147,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I (PWY-6147),PWY-6147,0.027323512,0.049724856,282,283,99.6,0.014549612,0.008273954,58,58,100,0.018369919,0.008875729,NA,NA,0.002261521,NA,NA,0.010015307,-0.003820307,-0.4,FALSE,116,0,50,0.7,0.65,0.8,Malawi,0.001597539,0.00051864,0.0022374,0.010996001,341,340,0.010996001
137,p239,PWY-6151,S-adenosyl-L-methionine salvage I,S-adenosyl-L-methionine salvage I (PWY-6151),PWY-6151,0.034867265,0.077473091,283,283,100,0.060219085,0.022134151,58,58,100,0.04822858,0.025483972,NA,NA,3.43E-05,NA,NA,0.000314245,0.011990505,0,TRUE,74,0,50,0.7,0.65,0.8,Malawi,-0.002845785,0.000679365,3.58E-05,0.000369802,341,341,0.000369802
138,p24,COA-PWY-1,superpathway of coenzyme A biosynthesis III (mammals),superpathway of coenzyme A biosynthesis III (mammals) (COA-PWY-1),COA-PWY-1,0.044146342,0.101171482,283,283,100,0.061532126,0.021677956,58,58,100,0.049420574,0.022557385,NA,NA,2.50E-05,NA,NA,0.000234678,0.012111552,0,TRUE,44,0,50,0.7,0.65,0.8,Malawi,-0.002685819,0.000645316,4.00E-05,0.000393548,341,341,0.000393548
139,p240,PWY-6163,chorismate biosynthesis from 3-dehydroquinate,chorismate biosynthesis from 3-dehydroquinate (PWY-6163),PWY-6163,0.026024796,0.056394591,283,283,100,0.051091461,0.017106137,58,58,100,0.043659192,0.014038709,NA,NA,0.001126848,NA,NA,0.005897658,0.007432269,0,TRUE,128,0,50,0.7,0.65,0.8,Malawi,-0.001637388,0.000528592,0.002113602,0.010605267,341,341,0.010605267
140,p241,PWY-6168,flavin biosynthesis III (fungi),flavin biosynthesis III (fungi) (PWY-6168),PWY-6168,0.07107012,0.150775279,279,283,98.6,0.015578332,0.008842671,58,58,100,0.021189638,0.00753251,NA,NA,3.79E-06,NA,NA,5.62E-05,-0.005611306,-1.4,FALSE,19,1,50,0.7,0.65,0.8,Malawi,0.002503485,0.000564408,1.24E-05,0.000151749,341,337,0.000151749
141,p242,PWY-6182,superpathway of salicylate degradation,superpathway of salicylate degradation (PWY-6182),PWY-6182,0.01626568,0.031807831,142,283,50.2,0.001226222,0.002965211,20,58,34.5,0.000330121,0.000923895,0.031118313,0.030952718,0.010178619,0.192370903,0.18647125,0.031312852,0.000896101,15.7,TRUE,234,0,50,0.7,0.65,0.8,Malawi,-0.001064243,0.000396875,0.007686593,0.026598097,341,162,0.026598097
142,p243,PWY-6185,4-methylcatechol degradation (ortho cleavage),4-methylcatechol degradation (ortho cleavage) (PWY-6185),PWY-6185,0.012441352,0.026210518,135,283,47.7,0.001305503,0.003149823,21,58,36.2,0.000407202,0.001088935,0.114332053,0.111365602,0.041435594,0.439399722,0.43662387,0.08185561,0.000898301,11.5,TRUE,299,0,50,0.7,0.65,0.8,Malawi,-0.000981096,0.000412258,0.01787423,0.046175094,341,156,0.046175094
143,p244,PWY-6210,2-aminophenol degradation,2-aminophenol degradation (PWY-6210),PWY-6210,0.01167657,0.027864245,84,283,29.7,0.000178354,0.000613933,8,58,13.8,2.55E-05,9.35E-05,0.014273366,0.015920224,0.00831433,0.111349078,0.13107651,0.026805401,0.000152818,15.9,TRUE,312,0,50,0.7,0.65,0.8,Malawi,-0.000413224,0.000161224,0.010807159,0.032994584,341,92,0.032994584
144,p245,PWY-6215,4-chlorobenzoate degradation,4-chlorobenzoate degradation (PWY-6215),PWY-6215,0.013612189,0.030287505,144,283,50.9,0.000265765,0.000473641,23,58,39.7,0.00017877,0.000470974,0.149129611,0.12102185,0.116029699,0.526214484,0.467068701,0.172546011,8.70E-05,11.2,TRUE,280,0,50,0.7,0.65,0.8,Malawi,-0.000283989,0.000180011,0.115585882,0.17867913,341,167,0.17867913
145,p246,PWY-622,starch biosynthesis,starch biosynthesis (PWY-622),PWY-622,0.029435832,0.05746775,273,283,96.5,0.026865474,0.011707935,55,58,94.8,0.021260926,0.012709091,0.469734868,0.555080183,0.000794141,1,0.942209208,0.004444983,0.005604548,1.7,TRUE,99,0,50,0.7,0.65,0.8,Malawi,-0.002081778,0.000691133,0.002789254,0.012920337,341,328,0.012920337
146,p247,PWY-6263,superpathway of menaquinol-8 biosynthesis II,superpathway of menaquinol-8 biosynthesis II (PWY-6263),PWY-6263,0.005817042,0.013679929,14,283,4.9,3.42E-05,0.000199291,11,58,19,0.000341927,0.001021086,0.000907579,0.000513536,0.000136429,0.016588215,0.015188369,0.000947948,-0.000307773,-14.1,FALSE,381,0,50,0.7,0.65,0.8,Malawi,0.000580551,0.000126826,6.61E-06,8.60E-05,341,25,8.60E-05
147,p248,PWY-6270,isoprene biosynthesis I,isoprene biosynthesis I (PWY-6270),PWY-6270,0.042552007,0.093599755,282,283,99.6,0.029926736,0.008171714,58,58,100,0.029068749,0.007767494,NA,NA,0.093113878,NA,NA,0.148734052,0.000857987,-0.4,TRUE,45,0,50,0.7,0.65,0.8,Malawi,-0.000180675,0.000380257,0.634993916,0.682406796,341,340,0.682406796
148,p249,PWY-6277,superpathway of 5-aminoimidazole ribonucleotide biosynthesis,superpathway of 5-aminoimidazole ribonucleotide biosynthesis (PWY-6277),PWY-6277,0.03536332,0.070069962,283,283,100,0.060185445,0.016572373,58,58,100,0.050358314,0.014059254,NA,NA,5.93E-06,NA,NA,7.47E-05,0.009827131,0,TRUE,73,0,50,0.7,0.65,0.8,Malawi,-0.002064886,0.000471627,1.60E-05,0.000183783,341,341,0.000183783
149,p25,COA-PWY,coenzyme A biosynthesis I (prokaryotic),coenzyme A biosynthesis I (prokaryotic) (COA-PWY),COA-PWY,0.023114373,0.04658388,283,283,100,0.049616679,0.022725675,58,58,100,0.04671611,0.021717534,NA,NA,0.298215384,NA,NA,0.361826289,0.00290057,0,TRUE,158,0,50,0.7,0.65,0.8,Malawi,-0.000527957,0.000738642,0.475244964,0.544101478,341,341,0.544101478
150,p250,PWY-6282,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate) (PWY-6282),PWY-6282,0.040104096,0.08427966,283,283,100,0.025566643,0.007804121,58,58,100,0.027635305,0.008427401,NA,NA,0.017821965,NA,NA,0.046822705,-0.002068662,0,FALSE,53,0,50,0.7,0.65,0.8,Malawi,0.000565969,0.000360022,0.116873887,0.179088124,341,341,0.179088124
151,p251,PWY-6284,superpathway of unsaturated fatty acids biosynthesis (E. coli),superpathway of unsaturated fatty acids biosynthesis (E. coli) (PWY-6284),PWY-6284,0.014106605,0.026774353,241,283,85.2,0.010232272,0.00845005,49,58,84.5,0.011780133,0.007976227,0.842211634,0.895345243,0.123929612,1,0.990667611,0.17837012,-0.00154786,0.7,FALSE,271,0,50,0.7,0.65,0.8,Malawi,0.00089225,0.000732052,0.223754937,0.290881418,341,290,0.290881418
152,p252,PWY-6285,superpathway of fatty acids biosynthesis (E. coli),superpathway of fatty acids biosynthesis (E. coli) (PWY-6285),PWY-6285,0.010892719,0.021743236,238,283,84.1,0.013167268,0.00989096,48,58,82.8,0.015563341,0.009902577,0.844750221,0.800447101,0.071638889,1,0.990667611,0.122853074,-0.002396072,1.3,FALSE,331,0,50,0.7,0.65,0.8,Malawi,0.00105861,0.000808144,0.191107111,0.258443509,341,286,0.258443509
153,p253,PWY-6305,superpathway of putrescine biosynthesis,superpathway of putrescine biosynthesis (PWY-6305),PWY-6305,0.012078504,0.023632816,266,283,94,0.01504896,0.013362088,55,58,94.8,0.020003826,0.015015549,1,0.805512291,0.01812988,1,0.990667611,0.047137687,-0.004954867,-0.8,FALSE,307,0,50,0.7,0.65,0.8,Malawi,0.002020955,0.000868945,0.0206209,0.052097247,341,321,0.052097247
154,p256,PWY-6317,D-galactose degradation I (Leloir pathway),D-galactose degradation I (Leloir pathway) (PWY-6317),PWY-6317,0.027814205,0.054462724,283,283,100,0.027165953,0.010281907,58,58,100,0.02636666,0.012084598,NA,NA,0.110847508,NA,NA,0.166684872,0.000799293,0,TRUE,109,0,50,0.7,0.65,0.8,Malawi,-0.000300925,0.000453253,0.507191424,0.572543821,341,341,0.572543821
155,p257,PWY-6318,"L-phenylalanine degradation IV (mammalian, via side chain)","L-phenylalanine degradation IV (mammalian, via side chain) (PWY-6318)",PWY-6318,0.015054114,0.031909333,150,283,53,0.000259675,0.000449749,22,58,37.9,0.00020024,0.000397011,0.043477704,0.038219792,0.121899413,0.210568488,0.210080196,0.17607693,5.94E-05,15.1,TRUE,256,0,50,0.7,0.65,0.8,Malawi,-0.000234162,0.000177085,0.186954118,0.256904514,341,172,0.256904514
156,p258,PWY-6353,purine nucleotides degradation II (aerobic),purine nucleotides degradation II (aerobic) (PWY-6353),PWY-6353,0.01628278,0.034489478,257,283,90.8,0.016014919,0.012690047,52,58,89.7,0.02120575,0.013260664,0.804944917,0.783135139,0.006359764,1,0.990667611,0.022141669,-0.005190832,1.1,FALSE,233,0,50,0.7,0.65,0.8,Malawi,0.0020637,0.000875318,0.018958302,0.048663666,341,309,0.048663666
157,p259,PWY-6385,peptidoglycan biosynthesis III (mycobacteria),peptidoglycan biosynthesis III (mycobacteria) (PWY-6385),PWY-6385,0.028436292,0.05757047,283,283,100,0.050158231,0.015420734,58,58,100,0.046645349,0.009970077,NA,NA,0.024766861,NA,NA,0.058605187,0.003512881,0,TRUE,106,0,50,0.7,0.65,0.8,Malawi,-0.000614004,0.00050329,0.223319936,0.290881418,341,341,0.290881418
158,p26,COBALSYN-PWY,superpathway of adenosylcobalamin salvage from cobinamide I,superpathway of adenosylcobalamin salvage from cobinamide I (COBALSYN-PWY),COBALSYN-PWY,0.011534765,0.02427486,257,283,90.8,0.009585459,0.00755264,54,58,93.1,0.012279976,0.008205454,0.799297877,0.576118002,0.020479239,1,0.94867431,0.050945267,-0.002694517,-2.3,FALSE,315,0,50,0.7,0.65,0.8,Malawi,0.001494355,0.000659236,0.024032045,0.057648298,341,311,0.057648298
159,p260,PWY-6386,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing) (PWY-6386),PWY-6386,0.040237628,0.088379012,283,283,100,0.064511275,0.019018225,58,58,100,0.054871305,0.022126888,NA,NA,5.50E-05,NA,NA,0.000443593,0.00963997,0,TRUE,52,0,50,0.7,0.65,0.8,Malawi,-0.002107355,0.000556967,0.000182692,0.001315762,341,341,0.001315762
160,p261,PWY-6387,UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing) (PWY-6387),PWY-6387,0.046626821,0.105699741,283,283,100,0.063572875,0.018026066,58,58,100,0.054780124,0.020922679,NA,NA,7.54E-05,NA,NA,0.000584338,0.008792751,0,TRUE,39,0,50,0.7,0.65,0.8,Malawi,-0.001922071,0.000529983,0.000331222,0.002085663,341,341,0.002085663
161,p262,PWY-6396,"superpathway of 2,3-butanediol biosynthesis","superpathway of 2,3-butanediol biosynthesis (PWY-6396)",PWY-6396,0.012439284,0.025659576,98,283,34.6,0.000721966,0.002177494,12,58,20.7,0.000267756,0.000765002,0.044793115,0.041446538,0.037604623,0.212767296,0.217814783,0.076538702,0.00045421,13.9,TRUE,300,0,50,0.7,0.65,0.8,Malawi,-0.000631901,0.000323222,0.051403425,0.098645621,341,110,0.098645621
162,p264,PWY-6467,Kdo transfer to lipid IVA III (Chlamydia),Kdo transfer to lipid IVA III (Chlamydia) (PWY-6467),PWY-6467,0.003537215,0.007906166,21,283,7.4,7.83E-05,0.000444466,5,58,8.6,9.61E-05,0.000345406,0.785715004,0.753934254,0.716001919,1,0.990667611,0.76741695,-1.79E-05,-1.2,FALSE,389,0,50,0.7,0.65,0.8,Malawi,7.92E-05,0.000126497,0.531563148,0.591767814,341,26,0.591767814
163,p265,PWY-6470,peptidoglycan biosynthesis V (&beta;-lactam resistance),peptidoglycan biosynthesis V (beta-lactam resistance) (PWY-6470),PWY-6470,0.008457492,0.017480903,110,283,38.9,0.001694,0.004360962,22,58,37.9,0.001532836,0.003429844,1,0.893692841,0.948844312,1,0.990667611,0.963184528,0.000161164,1,TRUE,364,0,50,0.7,0.65,0.8,Malawi,-7.11E-05,0.000501937,0.887456686,0.894112612,341,132,0.894112612
164,p266,PWY-6471,peptidoglycan biosynthesis IV (Enterococcus faecium),peptidoglycan biosynthesis IV (Enterococcus faecium) (PWY-6471),PWY-6471,0.025357218,0.050647496,280,283,98.9,0.025612296,0.013612745,55,58,94.8,0.022384562,0.015797525,0.063943951,0.049823154,0.120837425,0.272313034,0.248288881,0.175751515,0.003227734,4.1,TRUE,132,0,50,0.7,0.65,0.8,Malawi,-0.001734586,0.000712152,0.015377965,0.041529739,341,335,0.041529739
165,p267,PWY-6478,GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,GDP-D-glycero-alpha-D-manno-heptose biosynthesis (PWY-6478),PWY-6478,0.004742258,0.011109836,20,283,7.1,0.000191277,0.001424835,10,58,17.2,0.00049077,0.001700308,0.020275856,0.015881388,0.011668332,0.14729813,0.13107651,0.034294172,-0.000299493,-10.1,FALSE,384,0,50,0.7,0.65,0.8,Malawi,0.000500448,0.000216704,0.021524184,0.053216235,341,30,0.053216235
166,p268,PWY-6507,4-deoxy-L-threo-hex-4-enopyranuronate degradation,4-deoxy-L-threo-hex-4-enopyranuronate degradation (PWY-6507),PWY-6507,0.026646583,0.056616211,254,283,89.8,0.005894387,0.005208492,50,58,86.2,0.007711803,0.005496082,0.485601359,0.430723209,0.021332436,1,0.93664451,0.052420559,-0.001817417,3.6,FALSE,123,0,50,0.7,0.65,0.8,Malawi,0.001191767,0.000567268,0.036388844,0.075784717,341,304,0.075784717
167,p269,PWY-6519,8-amino-7-oxononanoate biosynthesis I,8-amino-7-oxononanoate biosynthesis I (PWY-6519),PWY-6519,0.024208898,0.053173145,261,283,92.2,0.015199182,0.010386325,56,58,96.6,0.019419657,0.01103136,0.395753822,0.254172699,0.004164311,1,0.757558357,0.016459874,-0.004220475,-4.4,FALSE,140,0,50,0.7,0.65,0.8,Malawi,0.001827486,0.000753877,0.015868269,0.041529739,341,317,0.041529739
168,p27,COLANSYN-PWY,colanic acid building blocks biosynthesis,colanic acid building blocks biosynthesis (COLANSYN-PWY),COLANSYN-PWY,0.015763167,0.030658374,244,283,86.2,0.010018877,0.008424338,51,58,87.9,0.013317128,0.008917125,0.835204997,0.728280907,0.010770155,1,0.990667611,0.031914504,-0.003298251,-1.7,FALSE,243,0,50,0.7,0.65,0.8,Malawi,0.00173132,0.000741059,0.020058945,0.051163006,341,295,0.051163006
169,p270,PWY-6527,stachyose degradation,stachyose degradation (PWY-6527),PWY-6527,0.023392396,0.04506646,283,283,100,0.032093407,0.010422955,58,58,100,0.031718205,0.016908243,NA,NA,0.090578391,NA,NA,0.145430644,0.000375201,0,TRUE,153,0,50,0.7,0.65,0.8,Malawi,-0.000327872,0.000463312,0.479636213,0.547573354,341,341,0.547573354
170,p271,PWY-6531,mannitol cycle,mannitol cycle (PWY-6531),PWY-6531,0.010086927,0.020712707,257,283,90.8,0.008558161,0.007652521,53,58,91.4,0.009727632,0.007741047,1,0.891256405,0.249395766,1,0.990667611,0.313104341,-0.001169471,-0.6,FALSE,346,0,50,0.7,0.65,0.8,Malawi,0.000778483,0.000670453,0.246405739,0.315420449,341,310,0.315420449
171,p273,PWY-6545,pyrimidine deoxyribonucleotides de novo biosynthesis III,pyrimidine deoxyribonucleotides de novo biosynthesis III (PWY-6545),PWY-6545,0.021042265,0.041344076,239,283,84.5,0.005246044,0.005933455,47,58,81,0.004627463,0.005178628,0.5568056,0.51985856,0.782408726,1,0.942209208,0.831954398,0.000618581,3.5,TRUE,180,0,50,0.7,0.65,0.8,Malawi,-0.000308203,0.000598975,0.60720271,0.657802936,341,286,0.657802936
172,p274,PWY-6549,L-glutamine biosynthesis III,L-glutamine biosynthesis III (PWY-6549),PWY-6549,0.120866057,0.242060785,210,283,74.2,0.002547452,0.003236506,52,58,89.7,0.004961773,0.004366785,0.010117585,0.014699143,3.91E-06,0.096117058,0.13107651,5.62E-05,-0.002414322,-15.5,FALSE,4,1,50,0.7,0.65,0.8,Malawi,0.002286355,0.000470469,1.80E-06,3.02E-05,341,262,3.02E-05
173,p275,PWY-6562,norspermidine biosynthesis,norspermidine biosynthesis (PWY-6562),PWY-6562,0.017576488,0.035747153,72,283,25.4,0.000226433,0.000861568,16,58,27.6,0.000228868,0.000721697,0.743228577,0.73392331,0.600488364,1,0.990667611,0.661193472,-2.43E-06,-2.2,FALSE,214,0,50,0.7,0.65,0.8,Malawi,8.23E-05,0.000198833,0.679218986,0.720329609,341,88,0.720329609
174,p277,PWY-6572,chondroitin sulfate degradation I (bacterial),chondroitin sulfate degradation I (bacterial) (PWY-6572),PWY-6572,0.004439357,0.011335832,8,283,2.8,0.00012502,0.001464313,13,58,22.4,0.000671055,0.001980402,1.99E-06,1.51E-06,1.45E-08,0.000492338,0.000372886,8.58E-07,-0.000546035,-19.6,FALSE,386,0,50,0.7,0.65,0.8,Malawi,0.000942053,0.00020251,4.72E-06,6.80E-05,341,21,6.80E-05
175,p278,PWY-6588,pyruvate fermentation to acetone,pyruvate fermentation to acetone (PWY-6588),PWY-6588,0.018422025,0.036050382,251,283,88.7,0.003283016,0.003787818,52,58,89.7,0.005594751,0.006294736,1,0.831974133,0.024111226,1,0.990667611,0.058184576,-0.002311736,-1,FALSE,204,0,50,0.7,0.65,0.8,Malawi,0.00144247,0.000494357,0.003759557,0.016649468,341,303,0.016649468
176,p279,PWY-6590,superpathway of Clostridium acetobutylicum acidogenic fermentation,superpathway of Clostridium acetobutylicum acidogenic fermentation (PWY-6590),PWY-6590,0.005923599,0.013158245,67,283,23.7,0.000476872,0.001438139,14,58,24.1,0.000725654,0.001960295,1,0.939830769,0.810301436,1,0.990667611,0.852614827,-0.000248783,-0.4,FALSE,380,0,50,0.7,0.65,0.8,Malawi,0.0002288,0.000298046,0.443218125,0.513266967,341,81,0.513266967
177,p28,COMPLETE-ARO-PWY,superpathway of aromatic amino acid biosynthesis,superpathway of aromatic amino acid biosynthesis (COMPLETE-ARO-PWY),COMPLETE-ARO-PWY,0.036757165,0.07881282,283,283,100,0.055288217,0.017193694,58,58,100,0.045993941,0.014125326,NA,NA,4.71E-05,NA,NA,0.000421585,0.009294276,0,TRUE,66,0,50,0.7,0.65,0.8,Malawi,-0.002015773,0.000506862,8.54E-05,0.000731911,341,341,0.000731911
178,p280,PWY-6595,superpathway of guanosine nucleotides degradation (plants),superpathway of guanosine nucleotides degradation (plants) (PWY-6595),PWY-6595,0.019344557,0.038010909,265,283,93.6,0.011078883,0.010516652,54,58,93.1,0.009465633,0.008965115,0.775812299,0.879687689,0.40415312,1,0.990667611,0.473061956,0.00161325,0.5,TRUE,192,0,50,0.7,0.65,0.8,Malawi,-0.000716724,0.000770766,0.353092447,0.424764943,341,319,0.424764943
179,p281,PWY-6606,guanosine nucleotides degradation II,guanosine nucleotides degradation II (PWY-6606),PWY-6606,0.020297386,0.04162381,270,283,95.4,0.015069834,0.011731082,57,58,98.3,0.017391048,0.010677851,NA,NA,0.115323043,NA,NA,0.17213032,-0.002321214,-2.9,FALSE,183,0,50,0.7,0.65,0.8,Malawi,0.001259799,0.000784485,0.109228577,0.171949674,341,327,0.171949674
180,p282,PWY-6608,guanosine nucleotides degradation III,guanosine nucleotides degradation III (PWY-6608),PWY-6608,0.022009474,0.045722616,270,283,95.4,0.01941814,0.015306605,57,58,98.3,0.026380602,0.01680547,NA,NA,0.003127095,NA,NA,0.013265466,-0.006962462,-2.9,FALSE,171,0,50,0.7,0.65,0.8,Malawi,0.002493473,0.000914185,0.006713078,0.024372705,341,327,0.024372705
181,p283,PWY-6609,adenine and adenosine salvage III,adenine and adenosine salvage III (PWY-6609),PWY-6609,0.050565604,0.098309126,283,283,100,0.027630983,0.014097734,58,58,100,0.034328985,0.014022531,NA,NA,0.000274359,NA,NA,0.001650248,-0.006698002,0,FALSE,33,0,50,0.7,0.65,0.8,Malawi,0.002093371,0.000604499,0.000602677,0.003469696,341,341,0.003469696
182,p284,PWY-6612,superpathway of tetrahydrofolate biosynthesis,superpathway of tetrahydrofolate biosynthesis (PWY-6612),PWY-6612,0.021821033,0.041489505,278,283,98.2,0.01263393,0.008767704,57,58,98.3,0.012162014,0.00797746,NA,NA,0.840098716,NA,NA,0.877097882,0.000471917,-0.1,TRUE,173,0,50,0.7,0.65,0.8,Malawi,-0.000166268,0.000567316,0.76964134,0.799395515,341,335,0.799395515
183,p285,PWY-6630,superpathway of L-tyrosine biosynthesis,superpathway of L-tyrosine biosynthesis (PWY-6630),PWY-6630,0.01146435,0.022165847,213,283,75.3,0.00383797,0.003883506,47,58,81,0.004590296,0.003746424,0.400191748,0.348611837,0.095512437,1,0.923411082,0.150357469,-0.000752325,-5.7,FALSE,317,0,50,0.7,0.65,0.8,Malawi,0.0008393,0.000526468,0.11182093,0.174666026,341,260,0.174666026
