tax_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
t29341,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium argentinense
t2726954,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Sarcina,Sarcina sp. JB2
t1505,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium sordellii
t2724150,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. CE17
t1490,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Paraclostridium,Paraclostridium bifermentans
t1185412,Bacteria,Firmicutes,Clostridia,Eubacteriales,Vallitaleaceae,Vallitalea,Vallitalea guaymasensis
t1408191,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium deserti
t2698900,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia sp. JH63
t2055,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
t497725,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia oryzae
t109472,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bisgaardia,Bisgaardia hudsonensis
t1758179,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH5
t1636607,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH2
t1920107,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH7
t2743575,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394
t94122,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. ANA-3
t24,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella putrefaciens
t666,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
t190895,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio rotiferianus
t147645,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei
t1545044,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sanguinis
t13690,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae
t225991,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas aquatica
t343874,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter falsenii
t1465618,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus,Jerseyvirus Salmonella phage vB_SenS-Ent2
t1305708,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cornellvirus,Cornellvirus Clostridium phage vB_CpeS-CP51
t2560539,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Sugarlandvirus,Sugarlandvirus Klebsiella virus IME260
t2560546,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Sugarlandvirus,Sugarlandvirus Klebsiella virus Sugarland
t1567484,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,, Lactobacillus phage LfeInf
t150123,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Plantibacter,Plantibacter flavus
t2079575,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Aurantimicrobium,Aurantimicrobium sp. MWH-Uga1
t702967,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. NML98-0116
t191610,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium atypicum
t161899,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium singulare
t1936029,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. MS1601
t2722751,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium sp. 2701
t2708340,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. zg-332
t2496867,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Flaviflexus,Flaviflexus sp. H23T48
t1929477,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces solisilvae
t1577075,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. PBH53
t2582830,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. M190262
t2060307,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. FDAARGOS_375
t1292,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri
t2040624,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Gemella,Gemella sp. ND 6198
t33932,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Sutcliffiella,Sutcliffiella Bacillus cohnii
t55601,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio anguillarum
t2698684,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Sinimarinibacterium,Sinimarinibacterium sp. NLF-5-8
t197,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
t1229727,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,Salipiger profundus
t948107,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sprentiae
t80842,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum rubrisubalbicans
t2502779,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Pseudocnuella,Pseudocnuella soli
t94254,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter fermentans
t5270,Eukaryota,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago maydis
t2497325,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. BOL3-1
t1747326,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,, Enterococcus phage vB_EfaS_IME197
t2773266,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agreia,Agreia sp. COWG
t486698,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium riyadhense
t2203204,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. WAC 01438
t2704468,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus sp. P02-A3a
t2500546,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. HY056
t2293317,Bacteria,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Candidatus Syntrophocurvum,Candidatus Syntrophocurvum alkaliphilum
t59600,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga algicola
t564064,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma rigui
t95300,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas vancouverensis
t507626,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas chromatireducens
t71433,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium amorphae
t42862,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia felis
t2761623,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia sp. Tillamook 23
t192812,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,Qipengyuania flava
t1921086,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus aestuarium
t860,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum
t1583098,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium hwasookii
t2269374,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus terrae
t1247,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni
t1462996,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus yonginensis
t2419841,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus sp. Bac330
t246167,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio crassostreae
t1740262,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Catenovulum,Catenovulum sediminis
t63561,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sulfodismutans
t1006005,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera cuprina
t64186,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Moineauvirus,Moineauvirus Streptococcus virus Sfi21
t1089444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani
t55211,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia persicina
t29494,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio furnissii
t1408281,Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,Endomicrobium proavitum
t280036,Eukaryota,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium graminicola
t1881231,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, Vibrio phage 1.238.A._10N.261.52.F10
t1051675,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, Erwinia phage vB_EamP-S6
t2596674,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, Stenotrophomonas phage Pokken
t2587809,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Jiaodavirus,Jiaodavirus Klebsiella phage Marfa
t1608310,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,, Edwardsiella phage PEi20
t1429794,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,, Pectobacterium bacteriophage PM2
t1985341,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Moonvirus,Moonvirus Citrobacter virus Merlin
t1920755,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Gamaleyavirus,Gamaleyavirus Escherichia virus APEC7
t10752,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Enquatrovirus,Enquatrovirus Escherichia virus N4
t2733646,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus,Kayfunavirus Escherichia virus ZG49
t2733640,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus,Kayfunavirus Escherichia virus K1F
t2733637,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus,Kayfunavirus Escherichia virus F
t2282173,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus,Kayfunavirus Escherichia virus Vec13
t1873778,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Vectrevirus,Vectrevirus Escherichia virus AAPEc6
t2744412,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Vectrevirus,Vectrevirus Escherichia virus LL11
t90410,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Moineauvirus,Moineauvirus Streptococcus virus DT1
t2742625,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. RHB35-C17
t2716879,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. Y3
t38313,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae
t421525,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella Chryseobacterium haifense
t2614639,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium lushaniae
t2663121,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. WAY2
t1884913,Bacteria,Actinobacteria,Actinomycetia,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,Candidatus Planktophila lacus
t1884914,Bacteria,Actinobacteria,Actinomycetia,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,Candidatus Planktophila dulcis
t1303590,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bombilactobacillus,Bombilactobacillus bombi
t2282419,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus
t2502791,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salicibibacter,Salicibibacter halophilus
t2069255,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. lzh-N1
t79263,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus chitinolyticus
t2583377,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Saccharibacillus brassicae
t2762563,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina sp. resist
t1582259,Bacteria,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Gudongella,Gudongella oleilytica
t2741953,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. LA31
t913107,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,Pelolinea submarina
t38986,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma palmae
t214888,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Entomoplasma,Entomoplasma luminosum
t51049,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus indolicus
t28108,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii
t2603215,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter fonticola
t161398,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas phenolica
t2724191,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas lipolytica
t668,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri
t622488,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella hispaniensis
t1335746,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter salinus
t1855617,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp. MWH-UH2A
t1809410,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Herminiimonas arsenitoxidans
t2588534,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,Methylophilus medardicus
t261292,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp. Is79A3
t663364,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Halarcobacter,Halarcobacter bivalviorum
t2590020,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas sediminis
t19,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea carbinolica
t2483033,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Parasedimentitalea,Parasedimentitalea marina
t1486245,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella flava
t2572594,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides fluvii
t985043,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sejongensis
t2666025,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma endbachense
t408139,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira kmetyi
t228745,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,Thermovibrio ammonificans
t389348,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia naegleriophila
t42374,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida dubliniensis
t29176,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Neospora,Neospora caninum
t55802,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus barophilus
t1465613,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus,Jerseyvirus Salmonella phage vB_SenS-Ent3
t72638,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Moineauvirus,Moineauvirus Streptococcus virus Sfi19
t2769808,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,, Escherichia phage vB_EcoS_swi2
t1701837,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,, Streptococcus phage phiARI0746
t2530029,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus,Webervirus Klebsiella phage vB_KpnS_FZ10
t2734038,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus,Webervirus Klebsiella virus MezzoGao
t2734041,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus,Webervirus Klebsiella virus NJS2
t2734040,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus,Webervirus Klebsiella virus NJS1
t68249,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pactum
t33941,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoleovorans
t33938,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermocatenulatus
t1462,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus
t1963024,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. 44C
t171404,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus agaridevorans
t1173026,Bacteria,Cyanobacteria,,Chroococcales,Chroococcaceae,Gloeocapsa,Gloeocapsa sp. PCC 7428
t2077147,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii complex sp. CFNIH3
t2742661,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. RHBSTW-00678
t2067958,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia sp. MUSA4
t675,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cincinnatiensis
t2733881,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus,Teseptimavirus Salmonella virus 3A8767
t2733880,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus,Teseptimavirus Escherichia virus NCA
t2733876,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus,Teseptimavirus Escherichia virus EG1
t2733870,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus,Teseptimavirus Enterobacteria virus IME390
t1701810,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Karamvirus,Karamvirus Citrobacter phage Margaery
t1141138,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Karamvirus,Karamvirus Cronobacter phage vB_CsaM_GAP161
t1195085,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Derbicusvirus,Derbicusvirus Cronobacter phage CR5
t2675523,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. DL440
t1653478,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. PBTS 1
t2735317,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter sp. YJN-D
t1072463,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium lemovicicum
t2509458,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium protaetiae
t2560010,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces procaprae
t2797167,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. HSG2
t646637,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. M2
t2294034,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora craniellae
t2742132,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Verrucosispora,Verrucosispora sp. NA02020
t2781774,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lloydii
t246432,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum
t419257,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia massiliensis
t311231,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia ginsengisoli
t2028343,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. 11515TR
t1571470,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. ACO-34A
t1549858,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas taxi
t453816,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio exovorus
t198,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter hyointestinalis
t34090,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,Pelodictyon phaeoclathratiforme
t1457365,Bacteria,Balneolaeota,,,,Candidatus Cyclonatronum,Candidatus Cyclonatronum proteinivorum
t28985,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces lactis
t398839,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Rockefellervirus,Rockefellervirus Staphylococcus virus CNPH82
t2259647,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella sp. X13
t82977,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,Buttiauxella agrestis
t587,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia rettgeri
t592316,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. At-9b
t2037915,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya sp. Secpp 1600
t1879049,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. WCHAc010034
t2079596,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. SWBY1
t2563897,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. 10FS3-1
t202956,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter towneri
t46680,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas nitroreducens
t1675689,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. Ne-1
t28173,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio nigripulchritudo
